track_name,track_id,duration_ms,album_name,release_date,label,album_popularity,album_id,artist_id,duration_sec
Solstice,5DtMemf3gkR4SzVRgTDCip,111875,Black Sand,2019-03-15 00:00:00 UTC,Fenick,6,1T3zSonjt2XozDPAEuRDeF,05h9KcJkBORkLFnDXcGyOD,111.875
Apricity,5XZKPWIcKfH4BoW6DkPOje,137500,Black Sand,2019-03-15 00:00:00 UTC,Fenick,6,1T3zSonjt2XozDPAEuRDeF,05h9KcJkBORkLFnDXcGyOD,137.5
Moonbeam,3tEhGvLyf50NngWN10BLdH,250697,Black Sand,2019-03-15 00:00:00 UTC,Fenick,6,1T3zSonjt2XozDPAEuRDeF,05h9KcJkBORkLFnDXcGyOD,250.697
Pause,6LWQHlapTBZF5wh0aAwRjA,106625,Black Sand,2019-03-15 00:00:00 UTC,Fenick,6,1T3zSonjt2XozDPAEuRDeF,05h9KcJkBORkLFnDXcGyOD,106.625
Home,6lAY9v9KMb9Qo3zn1NTWBs,165875,Black Sand,2019-03-15 00:00:00 UTC,Fenick,6,1T3zSonjt2XozDPAEuRDeF,05h9KcJkBORkLFnDXcGyOD,165.875
Oak,2ilhDv22RZrV5TwyhccpiW,159875,Black Sand,2019-03-15 00:00:00 UTC,Fenick,6,1T3zSonjt2XozDPAEuRDeF,05h9KcJkBORkLFnDXcGyOD,159.875
Deep Pain,4p42NuJaQUeoRMOo7VzYIW,83305,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,83.305
Stress Reduction,7hhcDPKKQBYHVhCNQlnKKS,95454,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,95.454
Natural Wave,4wt9VvGpOjopvJ5OW4FqNn,112000,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,112
Perfect Frequency,6zONbfEWXVSOibDe3IKSRn,131186,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,131.186
Anxiety Cleansing,3swob9rRdzvsxpG3V4rf50,90947,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,90.947
Strong Vibration,1HR36cHIkBBwmG8qT3sl8o,73043,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,73.043
White Abyss,42iQH1e7Fp1ZcOokBVWd0J,82758,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,82.758
Calm Purity,2jFnB1ppJcmMyLbSwS9reY,138556,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,138.556
Frequency Smoothness,7KV0KWSdgSK6eFRFnOKlbV,64000,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,64
Present Time,5dYiaJMxPjXka6ftCA2C2F,64000,Deep Relax,2023-08-01 00:00:00 UTC,5673387 Records DK,17,3FwJmWpxeuabEVQGlnSeRH,05hW3BQg4ZuQ0NW0cXhCeX,64
Black Sabbath,16QLs6f6ujjMuT2lOEe0A8,184291,Black Sabbath,2019-02-20 00:00:00 UTC,Savana38,0,3YE707Xr1iSnx8Qa1LDynH,05qFkl9QXNRRnnNS4t8d3d,184.291
The Voice,0Hr5ybXT1MC4ktROjSHm0Q,538333,Deep Progress/The Voice,1999-01-01 00:00:00 UTC,Pschent,10,4YGtiY1Wv3513WmvcMekSo,06CwuC7Dbahm25sj6SgChR,538.333
Deep Progress,66TLkIGJFAQo3f22BHko7W,652626,Deep Progress/The Voice,1999-01-01 00:00:00 UTC,Pschent,10,4YGtiY1Wv3513WmvcMekSo,06CwuC7Dbahm25sj6SgChR,652.626
Deep Purple,6x7MiX5vzHMnXFd9DUACxB,225235,Deep Purple,2019-12-20 00:00:00 UTC,FURIA,0,2RQYYgSqHnjCmAlHf0ygjQ,07cH5nIjAHfoQ5G8Shasm3,225.235
Hendricks,2V4eyUlbt7wvFr9Fu1lrL2,250000,Hendricks,2023-10-13 00:00:00 UTC,ioio!,5,4YEaLEyJaXUdZrshC3J8Rj,07rtdSVEyEvyrZi7waTyKq,250
D3,4AWb80ZmedkAKiau9jJ66U,339591,D3,2022-10-26 00:00:00 UTC,Black Sapphire,1,0jeui7xKssCdWOrIBD2Ztc,07tggkjPdbCjJD5tVG9toI,339.591
Dickies,6qe7wSbboWib2wxIX83nwF,144000,Dickies,2023-06-15 00:00:00 UTC,Black Sapphire,1,1ylyZqwTqJyyHFXYTNKG1Y,07tggkjPdbCjJD5tVG9toI,144
Ride Or Die,3LxAU6rRtqJkKahfsDPDgE,199857,Ride Or Die,2021-10-04 00:00:00 UTC,Black Sapphire,1,3UoP1xsua0bdCoJmgGaFyD,07tggkjPdbCjJD5tVG9toI,199.857
El L7,7jI3OhbZPcGANtQjO8MfCf,179426,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,179.426
Pa Todo Hay Maña,01m2o2S7zSxoESqMPbNhqW,174000,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,174
Dos Plumas,7CdLTY0JJNkiioM4jf5RMj,126173,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,126.173
El Mandado,16CJ6odC94xBPLaFTSReo1,193110,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,193.11
Fui Escolta De Jp,5apFURb4ufqm1wY25PzCEe,166026,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,166.026
Cartel De Reyes,42wVd6LrCb0TlMhsqrrVXK,130470,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,130.47
El Nini 09,23wippuaKZwCjfbLNzXS3q,149574,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,149.574
Lo Verde Es Lo Que Se Mueve,0YyKOVCGcrsruH9pfWCKMi,229040,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,229.04
Entre Favores,3OE6Z9W4oMm4pkVeuI1tJ6,117769,Jimmy Humilde Presenta Lo Mejor De Las Calles Vol.3,2018-07-04 00:00:00 UTC,Jimmy Humilde Music,57,4ebX87u1162NvdQe0qKbiS,09HxEXUwV0FkmZnBqrJfbM,117.769
